ayacucho,caicara,ciudad_bolivar,palua
47.81,28.51,10.02,6.16
47.94,28.59,10.14,6.25
48.06,28.70,10.25,6.37
48.21,28.83,10.33,6.46
48.36,28.95,10.42,6.54
48.57,29.11,10.55,6.65
48.66,29.25,10.71,6.75
48.76,29.37,10.88,6.99
48.88,29.50,11.05,7.29
48.95,29.60,11.19,7.27
48.98,29.72,11.29,7.27
49.00,29.79,11.47,7.81
49.08,29.86,11.66,8.11
49.14,29.92,11.75,8.16
49.19,29.97,11.85,8.13
49.24,30.03,11.95,8.15
49.34,30.10,12.02,8.22
49.44,30.16,12.07,8.25
49.52,30.21,12.13,8.25
49.71,30.28,12.17,8.27
49.76,30.36,12.24,8.31
49.84,30.44,12.31,8.44
49.91,30.53,12.39,8.56
49.95,30.61,12.50,8.67
49.98,30.68,12.61,8.75
50.04,30.76,12.71,8.84
50.11,30.82,12.81,8.92
50.26,30.89,12.90,9.03
50.38,30.96,12.99,9.07
50.46,31.04,13.09,9.18
50.55,31.13,13.19,9.29
50.58,31.20,13.29,9.43
50.66,31.26,13.39,9.56
50.68,31.33,13.49,9.64
50.69,31.42,13.57,9.72
50.71,31.48,13.65,9.79
50.76,31.57,13.74,9.84
50.78,31.63,13.80,9.88
50.94,31.68,13.83,9.80
51.07,31.75,13.86,9.74
51.18,31.84,13.89,9.67
51.26,31.93,13.95,9.69
51.38,32.02,14.01,9.71
51.46,32.11,14.08,9.75
51.67,32.27,14.19,9.91
51.86,32.38,14.33,10.08
51.97,32.50,14.47,10.30
52.06,32.64,14.63,10.45
52.18,32.79,14.83,10.55
52.28,32.91,15.03,10.73
52.35,33.06,15.24,10.98
52.36,33.16,15.44,11.15
52.44,33.25,15.63,11.31
52.47,33.36,15.80,11.43
52.51,33.45,15.92,11.47
52.57,33.54,16.03,11.40
52.76,33.64,16.07,11.45
52.86,33.73,16.15,11.42
52.96,33.82,16.20,11.39
53.05,33.93,16.23,11.39
53.09,34.02,16.28,11.36
53.16,34.11,16.32,11.23
53.24,34.18,16.36,11.40
53.34,34.27,16.42,11.39
53.38,34.38,16.45,11.37
53.47,34.49,16.53,11.47
53.54,34.59,16.60,11.57
53.56,34.71,16.70,11.67
53.57,34.82,16.83,11.73
53.64,34.91,16.93,11.80
53.66,34.99,17.03,11.83
53.66,35.09,17.12,11.88
53.61,35.18,17.21,11.97
53.54,35.25,17.31,11.99
53.47,35.33,17.41,12.04
53.48,35.41,17.53,12.11
53.48,35.49,17.69,12.27
53.41,35.56,17.79,12.43
53.40,35.58,17.90,12.55
53.33,35.59,17.95,12.58
53.29,35.63,18.00,12.58
53.24,35.64,18.00,12.54
53.19,35.65,18.00,12.46
53.14,35.65,17.94,12.34
53.07,35.65,17.89,12.29
53.02,35.65,17.85,12.23
52.97,35.65,17.83,12.23
52.96,35.65,17.83,12.25
52.96,35.62,17.83,12.31
52.96,35.63,17.83,12.27
52.94,35.61,17.81,12.18
52.85,35.63,17.79,12.14
52.76,35.65,17.79,12.11
52.71,35.63,17.77,12.12
52.61,35.59,17.75,12.13
52.50,35.54,17.73,12.08
52.36,35.49,17.69,12.05
52.31,35.49,17.69,12.03
52.21,35.45,17.70,12.18
52.16,35.40,17.70,12.19
52.06,35.34,17.70,12.21
52.00,35.30,17.69,12.21
51.96,35.28,17.69,12.22
51.93,35.23,17.67,12.17
51.74,35.18,17.65,12.15
51.62,35.12,17.60,12.13
51.51,35.07,17.59,12.11
51.44,35.03,17.57,12.05
51.34,34.98,17.51,11.99
51.26,34.90,17.45,11.95
51.16,34.83,17.39,11.91
51.08,34.75,17.31,11.83
50.98,34.66,17.23,11.74
50.91,34.58,17.15,11.65
50.78,34.50,17.07,11.59
50.72,34.41,16.99,11.59
50.61,34.33,16.93,11.54
50.51,34.23,16.85,11.45
50.39,34.13,16.75,11.39
50.27,34.02,16.65,11.29
50.18,33.93,16.54,11.18
50.11,33.82,16.45,11.12
50.01,33.73,16.33,11.05
49.92,33.62,16.25,10.99
49.85,33.52,16.12,10.89
49.74,33.41,16.01,10.81
49.57,33.32,15.91,10.67
49.51,33.24,15.75,10.56
49.42,33.15,15.63,10.47
49.34,33.07,15.51,10.36
49.24,32.98,15.42,10.31
49.16,32.88,15.33,10.27
49.08,32.78,15.25,10.17
49.01,32.66,15.11,10.11
48.93,32.58,15.04,10.01
48.86,32.49,14.95,9.91
48.76,32.38,14.81,9.86
48.66,32.28,14.70,9.77
48.56,32.14,14.57,9.68
48.43,32.03,14.49,9.59
48.36,31.95,14.36,9.48
48.26,31.86,14.25,9.36
48.16,31.76,14.09,9.27
48.01,31.64,13.98,9.21
47.86,31.54,13.89,9.08
47.72,31.42,13.79,8.97
47.58,31.29,13.65,8.92
47.44,31.13,13.53,8.95
47.18,30.99,13.36,8.86
47.11,30.87,13.27,8.76
47.01,30.72,13.13,8.64
46.91,30.57,13.01,8.54
46.78,30.40,12.87,8.43
46.71,30.23,12.69,8.25
46.65,30.08,12.48,7.97
46.63,29.93,12.25,7.76
46.61,29.81,12.03,7.60
46.46,29.70,11.85,7.39
46.39,29.59,11.63,7.23
46.31,29.49,11.49,7.03
46.22,29.39,11.33,6.93
46.13,29.29,11.20,6.83
46.06,29.19,11.09,6.71
46.01,29.09,11.00,6.70
46.01,28.97,10.95,6.69
45.98,28.88,10.90,6.85
46.00,28.82,10.81,6.69
46.00,28.76,10.67,6.50
45.97,28.69,10.55,6.43
45.94,28.70,10.41,6.25
45.90,28.69,10.31,6.03
45.86,28.66,10.20,5.91
45.61,28.57,10.10,5.77
45.46,28.45,10.01,5.68
45.36,28.32,9.95,5.61
45.21,28.16,9.85,5.55
45.06,27.99,9.75,5.47
44.98,27.86,9.63,5.37
44.95,27.75,9.53,5.31
44.94,27.66,9.37,5.19
44.94,27.58,9.24,5.07
44.85,27.52,9.10,4.97
44.76,27.44,9.03,4.97
44.76,27.33,8.95,4.91
44.73,27.26,8.89,4.88
44.68,27.25,8.78,4.81
44.62,27.27,8.67,4.71
44.55,27.21,8.60,4.61
44.47,27.11,8.50,4.57
44.41,26.96,8.45,4.55
44.36,26.81,8.41,4.53
44.31,26.66,8.41,4.45
44.31,26.51,8.35,4.39
44.28,26.40,8.14,4.25
44.24,26.32,7.99,4.11
44.16,26.25,7.91,4.02
44.11,26.13,7.79,3.91
44.06,26.01,7.68,3.77
44.06,25.89,7.60,3.74
44.00,25.77,7.48,3.85
43.96,25.67,7.43,3.68
43.96,25.58,7.28,3.61
43.86,25.49,7.24,3.55
43.86,25.41,7.15,3.49
43.83,25.32,7.07,3.45
43.81,25.27,6.99,3.56
43.80,25.20,6.97,3.79
43.77,25.15,6.99,3.79
43.76,25.10,6.97,3.87
43.75,25.08,6.95,3.97
43.73,25.07,6.93,3.91
43.71,25.06,6.91,3.84
43.69,25.05,6.91,3.79
43.64,25.04,6.88,3.72
43.55,25.05,6.85,3.63
43.55,25.07,6.80,3.39
43.43,25.09,6.75,3.35
43.31,25.09,6.71,3.34
43.19,25.02,6.67,3.34
43.11,24.94,6.63,3.20
43.03,24.83,6.59,3.19
42.99,24.69,6.57,3.24
42.94,24.58,6.47,3.23
42.86,24.46,6.37,3.13
42.81,24.35,6.26,2.95
42.75,24.25,6.15,2.90
42.61,24.16,5.99,2.71
42.56,24.09,5.83,2.57
42.46,24.00,5.70,2.47
42.36,23.9,5.57,2.33
42.26,23.80,5.47,2.31
42.18,23.70,5.37,2.33
42.16,23.59,5.27,2.33
42.21,23.49,5.20,2.31
42.22,23.42,5.15,2.29
42.28,23.37,5.10,2.23
42.32,23.33,5.00,2.21
42.32,23.33,4.94,2.21
42.32,23.33,4.89,2.17
42.25,23.31,4.83,2.15
42.18,23.28,4.76,2.02
42.06,23.20,4.69,1.92
41.94,23.13,4.63,1.84
41.80,23.04,4.57,1.83
41.64,22.95,4.48,1.81
41.48,22.85,4.41,1.78
41.39,22.73,4.32,1.73
41.35,22.63,4.23,1.72
41.21,22.51,4.13,1.71
41.15,22.41,4.03,1.65
41.08,22.35,3.93,1.60
40.98,22.27,3.83,1.53
40.88,22.19,3.72,1.46
40.88,22.14,3.61,1.41
40.88,22.11,3.51,1.36
40.88,22.06,3.37,1.28
40.80,22.02,3.33,1.23
40.74,21.98,3.25,1.18
40.68,21.92,3.20,1.11
40.65,21.87,3.15,1.08
40.59,21.81,3.09,1.07
40.54,21.76,3.03,1.11
40.49,21.71,2.99,1.18
40.46,21.68,2.95,1.18
40.46,21.61,2.90,1.16
40.39,21.57,2.86,1.17
40.36,21.53,2.81,1.17
40.33,21.51,2.76,1.16
40.32,21.47,2.71,1.11
40.30,21.43,2.63,1.05
40.25,21.40,2.61,1.00
40.23,21.38,2.56,0.93
40.21,21.36,2.54,0.87
40.20,21.31,2.52,0.83
40.18,21.28,2.49,0.87
40.23,21.26,2.49,0.97
40.24,21.25,2.49,0.99
40.25,21.23,2.49,0.99
40.28,21.22,2.47,1.01
40.31,21.23,2.45,0.99
40.34,21.24,2.42,0.97
40.34,21.28,2.39,0.97
40.34,21.30,2.36,0.97
40.36,21.31,2.34,0.93
40.36,21.32,2.33,0.91
40.36,21.35,2.31,0.85
40.39,21.38,2.33,0.79
40.41,21.40,2.34,0.71
40.41,21.39,2.36,0.70
,,,
40.41,21.40,2.39,0.83
40.41,21.39,2.41,0.87
40.45,21.39,2.43,0.94
40.46,21.37,2.45,1.01
40.47,21.36,2.47,1.09
40.47,21.35,2.49,1.07
40.47,21.33,2.51,1.07
40.47,21.32,2.51,1.07
40.45,21.32,2.48,1.09
40.45,21.30,2.43,1.06
40.43,21.29,2.40,0.97
40.41,21.27,2.38,0.95
40.39,21.27,2.35,0.87
40.34,21.27,2.33,0.82
40.34,21.25,2.32,0.87
40.33,21.24,2.32,0.91
40.32,21.26,2.30,0.97
40.34,21.24,2.33,1.03
40.43,21.22,2.33,1.03
40.49,21.26,2.33,1.05
40.57,21.29,2.33,0.95
40.70,21.33,2.31,0.95
40.84,21.37,2.31,0.97
40.96,21.42,2.31,0.89
41.16,21.55,2.31,0.85
41.28,21.61,2.34,0.87
41.35,21.74,2.40,0.84
41.41,21.89,2.45,0.81
41.43,22.03,2.49,0.76
41.45,22.15,2.59,0.85
41.45,22.22,2.69,0.89
41.45,22.20,2.85,0.90
41.46,22.19,2.97,1.05
41.46,22.15,3.10,1.15
41.46,22.14,3.23,1.20
41.39,22.14,3.25,1.28
41.36,22.16,3.25,1.33
41.31,22.19,3.25,1.30
41.25,22.20,3.25,1.25
41.20,22.20,3.25,1.19
41.14,22.17,3.25,1.11
41.14,22.13,3.25,1.14
41.21,22.08,3.29,1.19
41.27,22.08,3.29,1.21
41.35,22.08,3.23,1.26
41.44,22.09,3.19,1.27
41.47,22.13,3.19,1.27
41.52,22.17,3.19,1.27
41.52,22.22,3.21,1.23
41.52,22.28,3.21,1.23
41.52,22.35,3.23,1.24
41.56,22.44,3.25,1.25
41.56,22.52,3.25,1.26
41.51,22.61,3.29,1.27
41.44,22.66,3.33,1.27
41.39,22.64,3.37,1.27
41.38,22.61,3.43,1.25
41.41,22.57,3.48,1.31
41.45,22.53,3.52,1.36
41.49,22.51,3.52,1.35
41.59,22.50,3.52,1.37
41.69,22.48,3.52,1.41
41.79,22.49,3.49,1.41
41.87,22.49,3.53,1.45
41.97,22.61,3.56,1.52
42.03,22.68,3.60,1.51
42.08,22.73,3.60,1.50
42.21,22.81,3.62,1.49
42.26,22.90,3.65,1.48
42.26,23.02,3.68,1.45
42.31,23.09,3.71,1.48
42.39,23.14,3.79,1.49
42.54,23.18,3.91,1.55
42.70,23.21,4.03,1.55
42.84,23.31,4.10,1.60
42.98,23.43,4.17,1.67
43.12,23.55,4.25,1.67
43.26,23.71,4.33,1.72
43.40,23.83,4.44,1.75
43.55,23.93,4.62,1.77
43.76,24.12,4.78,1.91
43.96,24.30,4.94,1.96
44.14,24.55,5.12,2.05
44.35,24.76,5.29,2.07
44.55,25.03,5.47,2.11
44.83,25.26,5.73,2.24
45.08,25.54,5.98,2.37
45.34,25.83,6.28,2.53
45.56,26.07,6.59,2.73
45.77,26.44,6.90,2.96
45.97,26.64,7.21,3.19
46.17,26.99,7.45,3.39
46.36,27.30,7.75,3.59
46.56,27.55,8.05,3.85
46.61,27.74,8.39,4.19
46.73,27.88,8.62,4.49
46.78,28.01,8.85,4.71
46.87,28.10,9.09,4.87
46.94,28.22,9.29,5.26
47.01,28.31,9.55,5.59
47.08,28.42,9.77,5.73
47.20,28.52,9.95,5.92
47.30,28.62,10.04,5.97
47.43,28.69,10.13,6.09
47.58,28.79,10.22,6.15
47.75,28.89,10.29,6.31
47.89,29.01,10.39,6.40
48.06,29.12,10.51,6.73
48.24,29.30,10.69,7.00
48.41,29.42,10.87,7.07
48.59,29.57,11.05,7.15
48.76,29.71,11.23,7.34
48.94,29.83,11.43,7.54
49.14,30.02,11.62,7.71
49.28,30.19,11.79,7.91
49.40,30.34,11.95,8.05
49.48,30.49,12.11,8.16
49.64,30.63,12.25,8.25
49.75,30.75,12.35,8.33
49.84,30.88,12.49,8.49
49.96,30.99,12.57,8.41
50.14,31.11,12.60,8.36
50.27,31.20,12.65,8.35
50.35,31.32,12.74,8.43
50.43,31.42,12.84,8.55
50.50,31.51,12.94,8.65
50.56,31.66,13.01,8.73
50.59,31.70,13.17,8.89
50.65,31.76,13.29,9.05
50.74,31.83,13.39,9.09
50.80,31.92,13.45,9.19
50.91,32.00,13.58,9.25
51.07,32.08,13.64,9.31
51.15,32.16,13.74,9.33
51.17,32.23,13.83,9.41
51.24,32.34,13.93,9.55
51.32,32.43,14.04,9.65
51.39,32.52,14.15,9.69
51.47,32.59,14.23,9.75
51.49,32.66,14.34,9.81
51.56,32.77,14.43,9.83
51.63,32.87,14.53,9.93
51.60,32.95,14.66,10.03
51.60,33.03,14.78,10.13
51.60,33.09,14.89,10.23
51.56,33.16,14.96,10.27
51.55,33.21,15.07,10.33
51.55,33.27,15.13,10.41
51.54,33.30,15.19,10.46
51.54,33.36,15.23,10.40
51.54,33.40,15.26,10.43
51.54,33.40,15.30,10.46
51.54,33.41,15.33,10.46
51.53,33.43,15.37,10.47
51.51,33.46,15.40,10.54
51.47,33.48,15.45,10.59
51.47,33.49,15.48,10.64
51.46,33.50,15.52,10.68
51.54,33.56,15.57,10.74
51.54,33.58,15.62,10.83
51.55,33.61,15.68,10.87
51.54,33.63,15.76,10.96
51.55,33.65,15.84,11.07
51.51,33.66,15.93,11.13
51.46,33.68,16.02,11.22
51.41,33.66,16.09,11.26
51.39,33.66,16.12,11.29
51.36,33.66,16.18,11.32
51.35,33.66,16.20,11.37
51.35,33.68,16.21,11.37
51.35,33.71,16.25,11.43
51.25,33.74,16.27,11.49
51.24,33.73,16.29,11.43
51.26,33.75,16.31,11.47
51.19,33.75,16.33,11.47
51.11,33.77,16.34,11.49
51.04,33.77,16.31,11.41
50.95,33.78,16.31,11.41
50.91,33.78,16.31,11.39
50.84,33.80,16.31,11.37
50.76,33.80,16.29,11.35
50.68,33.78,16.27,11.27
50.57,33.80,16.23,11.25
50.48,33.80,16.17,11.09
50.39,33.75,16.11,10.97
50.28,33.71,16.03,10.91
50.16,33.68,15.96,10.79
50.08,33.64,15.90,10.73
49.96,33.59,15.86,10.69
49.91,33.54,15.83,10.71
49.85,33.48,15.83,10.77
49.80,33.41,15.83,10.79
49.68,33.34,15.82,10.78
49.66,33.29,15.79,10.90
49.64,33.23,15.73,10.70
49.57,33.16,15.67,10.69
49.50,33.09,15.63,10.77
49.43,33.05,15.57,10.76
49.31,33.02,15.51,10.73
49.22,32.91,15.44,10.71
49.16,32.84,15.40,10.67
49.10,32.78,15.35,10.55
49.03,32.72,15.30,10.53
48.97,32.64,15.23,10.47
48.90,32.57,15.17,10.42
48.83,32.50,15.09,10.33
48.76,32.45,15.04,10.31
48.71,32.39,14.97,10.25
48.57,32.34,14.90,10.17
48.46,32.28,14.83,10.11
48.40,32.27,14.79,10.05
48.31,32.21,14.71,9.95
48.25,32.14,14.63,9.87
48.17,32.09,14.55,9.79
48.08,32.02,14.50,9.79
48.08,31.96,14.45,9.67
48.14,31.86,14.40,9.63
48.14,31.76,14.33,9.58
48.14,31.75,14.22,9.51
48.16,31.66,14.15,9.41
48.18,31.59,14.06,9.32
48.17,31.55,13.93,9.25
48.17,31.55,13.85,9.24
48.13,31.53,13.77,9.19
48.07,31.52,13.71,9.15
47.94,31.51,13.68,9.08
47.82,31.45,13.65,9.01
47.70,31.38,13.63,9.07
47.61,31.29,13.63,9.16
47.55,31.23,13.63,9.19
47.47,31.15,13.63,9.17
47.41,31.06,13.57,9.15
47.39,30.97,13.53,9.09
47.38,30.88,13.45,9.04
47.32,30.82,13.39,9.03
47.32,30.75,13.31,9.03
47.32,30.67,13.20,8.87
47.31,30.59,13.07,8.67
47.28,30.53,12.93,8.55
47.29,30.48,12.77,8.33
47.34,30.45,12.63,8.18
47.33,30.43,12.52,8.05
47.27,30.41,12.44,7.95
47.21,30.39,12.36,7.89
47.16,30.35,12.27,7.81
47.08,30.32,12.26,8.01
47.03,30.28,12.24,8.05
46.97,30.22,12.20,7.95
46.96,30.14,12.15,7.77
46.94,30.08,12.05,7.63
46.93,30.02,11.95,7.52
46.93,30.02,11.85,7.38
46.90,29.97,11.81,7.34
46.86,29.93,11.77,7.37
46.84,29.87,11.75,7.42
46.80,29.83,11.71,7.37
46.76,29.75,11.65,7.42
46.76,29.71,11.63,7.42
46.76,29.68,11.59,7.38
46.76,29.66,11.53,7.37
46.96,29.68,11.49,7.28
46.99,29.70,11.42,7.15
46.95,29.71,11.35,7.07
46.90,29.73,11.32,6.97
46.84,29.74,11.30,6.93
46.80,29.72,11.28,6.90
46.76,29.69,11.27,6.89
46.67,29.66,11.24,6.78
46.59,29.62,11.20,6.70
46.46,29.51,11.17,6.80
46.36,29.47,11.14,6.75
46.21,29.35,11.11,6.72
46.07,29.17,11.03,6.63
45.94,28.99,10.95,6.62
45.81,28.79,10.83,6.53
45.66,28.57,10.65,6.31
45.52,28.33,10.45,6.11
45.38,28.08,10.22,5.89
45.21,27.88,10.01,5.73
45.06,27.67,9.78,5.53
44.91,27.43,9.53,5.35
44.77,27.20,9.29,5.17
44.64,26.97,9.05,4.98
44.51,26.74,8.83,4.79
44.43,26.54,8.60,4.63
44.33,26.33,8.37,4.47
44.22,26.12,8.17,4.33
44.14,25.97,7.97,4.13
44.05,25.82,7.75,3.99
43.96,25.68,7.57,3.83
43.85,25.59,7.37,3.67
43.74,25.43,7.21,3.49
43.60,25.34,7.05,3.36
43.51,25.24,6.93,3.23
43.36,25.11,6.75,3.08
43.23,24.96,6.61,3.01
43.09,24.82,6.53,2.93
43.04,24.68,6.39,2.86
42.93,24.56,6.25,2.78
42.86,24.44,6.12,2.67
42.78,24.33,5.98,2.61
42.75,24.24,5.85,2.53
42.71,24.13,5.75,2.45
42.71,24.05,5.65,2.39
42.70,24.00,5.56,2.31
42.69,23.95,5.45,2.31
42.59,23.91,5.38,2.21
42.46,23.88,5.30,2.13
42.43,23.82,5.21,2.12
42.33,23.67,5.13,2.10
42.21,23.67,5.09,2.07
42.06,23.58,5.01,2.06
41.92,23.48,4.96,2.05
41.82,23.36,4.88,2.01
41.74,23.26,4.80,1.99
41.64,23.15,4.71,1.93
41.54,23.04,4.61,1.91
41.45,22.94,4.53,1.91
41.36,22.85,4.42,1.80
41.30,22.74,4.30,1.78
41.25,22.65,4.13,1.61
41.17,22.57,4.00,1.49
41.07,22.49,3.85,1.39
40.93,22.40,3.75,1.39
40.89,22.36,3.77,1.31
40.84,22.26,3.68,1.31
40.78,22.19,3.59,1.25
40.72,22.16,3.53,1.21
40.70,22.12,3.50,1.25
40.65,22.06,3.42,1.25
40.63,21.98,3.33,1.27
40.58,21.94,3.31,1.23
40.55,21.91,3.27,1.19
40.50,21.86,3.16,1.15
40.46,21.82,3.03,1.13
40.41,21.79,3.01,1.08
40.41,21.76,2.98,1.08
40.41,21.74,2.96,1.11
40.41,21.74,2.94,1.09
40.41,21.61,2.92,1.02
40.41,21.60,2.90,1.08
40.39,21.71,2.88,1.10
40.38,21.74,2.85,1.07
40.41,21.77,2.81,1.08
40.50,21.81,2.81,1.09
40.66,21.86,2.81,1.11
40.84,21.92,2.81,1.15
41.01,22.02,2.81,1.12
41.06,22.03,2.81,1.13
41.07,22.14,2.88,1.11
41.13,22.17,3.00,1.09
41.10,22.19,3.07,1.13
41.10,22.16,3.14,1.09
41.09,22.13,3.18,1.07
41.06,22.14,3.18,1.07
41.03,22.12,3.18,1.07
41.00,22.08,3.18,1.08
40.91,22.07,3.21,1.10
40.84,22.05,3.15,1.20
40.75,22.00,3.11,1.19
40.70,21.95,3.11,1.20
40.65,21.87,3.08,1.20
40.50,21.77,3.03,1.19
40.43,21.65,3.00,1.17
40.36,21.53,2.94,1.09
,,,
40.29,21.55,2.84,1.09
40.25,21.48,2.77,1.05
40.22,21.39,2.72,0.99
40.18,21.32,2.64,0.91
40.16,21.29,2.56,0.91
40.16,21.19,2.51,0.88
40.21,21.21,2.48,0.92
40.18,21.18,2.48,1.00
40.20,21.14,2.30,1.00
40.23,21.12,2.27,1.00
40.25,21.10,2.25,1.00
40.25,21.08,2.24,0.97
40.31,21.13,2.22,0.88
40.31,21.13,2.18,0.85
40.25,21.13,2.15,0.85
40.18,21.18,2.15,0.85
40.15,21.18,2.19,0.82
40.15,21.18,2.19,0.79
40.05,21.18,2.19,0.79
40.04,21.03,2.21,0.82
40.00,20.98,2.23,0.88
39.96,20.98,2.26,0.94
39.93,20.98,2.24,0.97
39.91,20.98,2.22,0.97
39.90,20.98,2.20,0.91
39.89,20.88,2.17,0.97
39.93,20.88,2.14,0.97
40.03,20.98,2.10,1.01
40.09,21.01,2.07,1.03
40.21,21.15,2.01,0.95
40.34,21.18,1.97,0.91
40.45,21.23,1.98,0.89
40.68,21.32,2.00,0.89
40.84,21.38,2.02,0.86
41.02,21.44,2.08,0.88
41.21,21.58,2.18,0.95
41.35,21.84,2.29,1.03
41.47,22.02,2.40,1.07
41.57,22.30,2.55,1.07
41.76,22.52,2.70,1.10
41.91,22.74,2.85,1.15
42.16,22.85,3.08,1.15
42.41,23.10,3.35,1.29
42.60,23.30,3.57,1.35
42.80,23.52,3.77,1.40
42.99,23.72,4.09,1.41
43.17,23.93,4.28,1.48
43.32,24.15,4.53,1.53
43.48,24.40,4.76,1.65
43.65,24.64,4.98,1.82
43.81,24.91,5.23,1.95
43.96,25.13,5.44,2.01
44.11,25.33,5.71,2.23
44.22,25.46,5.98,2.38
44.37,25.57,6.30,2.61
44.52,25.65,6.53,2.74
44.71,25.75,6.69,2.93
44.79,25.87,6.82,3.05
44.88,26.23,6.92,3.10
44.91,26.36,7.03,3.18
44.93,26.45,7.17,3.23
44.96,26.55,7.34,3.27
45.02,26.61,7.48,3.33
45.12,26.64,7.57,3.35
45.23,26.67,7.65,3.47
45.38,26.68,7.73,3.54
45.46,26.73,7.82,3.59
45.57,26.77,7.90,3.66
45.72,26.84,7.98,3.69
45.90,26.93,8.06,3.74
45.97,27.06,8.15,3.83
46.02,27.19,8.23,3.93
46.05,27.31,8.31,3.98
46.04,27.41,8.39,4.01
46.06,27.46,8.50,4.04
46.15,27.47,8.60,4.08
46.20,27.51,8.68,4.13
46.26,27.55,8.76,4.25
46.34,27.62,8.85,4.36
46.50,27.68,8.93,4.45
46.64,27.74,8.97,4.50
46.79,27.83,8.98,4.53
46.89,27.92,9.09,4.56
46.98,28.02,9.25,4.62
47.09,28.13,9.42,4.76
47.22,28.32,9.53,4.89
47.31,28.43,9.60,4.98
47.41,28.48,9.65,5.02
47.47,28.54,9.78,5.06
47.57,28.65,10.00,5.19
47.65,28.77,10.14,5.28
47.71,28.89,10.26,5.39
47.77,29.10,10.36,5.51
47.86,29.20,10.52,5.71
47.98,29.30,10.69,5.92
48.07,29.37,10.82,6.08
48.16,29.47,10.94,6.18
48.27,29.56,11.13,6.38
48.36,29.64,11.23,6.59
48.43,29.73,11.35,6.77
48.48,29.81,11.43,6.94
48.54,29.90,11.51,7.16
48.56,30.00,11.61,7.33
48.68,30.09,11.76,7.50
48.77,30.16,11.90,7.81
48.80,30.23,12.10,8.07
48.83,30.32,12.25,8.23
48.92,30.38,12.38,8.33
49.03,30.48,12.43,8.09
49.17,30.63,12.48,8.21
49.26,30.71,12.57,8.37
49.36,30.87,12.67,8.55
49.45,30.93,12.73,8.65
49.58,31.04,12.80,8.65
49.74,31.20,12.88,8.67
49.95,31.40,12.93,8.61
50.20,31.43,13.06,8.57
50.37,31.54,13.25,8.65
50.50,31.66,13.43,8.80
50.62,31.72,13.60,9.03
50.66,31.79,13.73,9.16
50.79,31.87,13.88,9.30
50.90,31.92,14.03,9.84
50.93,32.03,14.18,9.65
50.95,32.11,14.35,9.83
50.95,32.22,14.50,10.03
50.95,32.30,14.61,10.13
50.95,32.40,14.67,9.81
50.97,32.45,14.71,9.79
50.97,32.52,14.75,9.79
50.97,32.59,14.78,9.85
50.97,32.65,14.82,9.87
51.02,32.70,14.85,9.85
51.03,32.75,14.85,9.85
51.11,32.80,14.88,9.82
51.17,32.84,14.89,9.82
51.17,32.91,14.82,9.59
51.17,32.93,14.85,9.75
51.17,33.00,14.89,9.83
51.18,33.06,14.97,9.96
51.16,33.08,15.05,10.09
51.14,33.09,15.10,9.98
51.11,33.09,15.14,10.15
51.05,33.13,15.17,10.03
50.98,33.14,15.22,10.18
50.91,33.14,15.23,10.19
50.83,33.14,15.23,10.13
50.73,33.14,15.22,10.03
50.64,33.13,15.18,9.98
50.52,33.12,15.15,9.92
50.40,33.11,15.14,9.91
50.27,33.09,15.17,9.86
50.26,33.07,15.18,9.91
50.24,33.04,15.21,9.98
50.22,33.00,15.26,10.05
50.19,32.98,15.31,10.13
50.21,32.98,15.35,10.15
50.28,32.99,15.38,10.24
50.31,33.00,15.39,10.23
50.30,33.02,15.43,10.33
50.27,33.05,15.52,10.43
50.26,33.05,15.63,10.57
50.21,33.06,15.67,10.63
50.19,33.06,15.69,10.65
50.19,33.07,15.73,10.69
50.22,33.07,15.77,10.69
50.32,33.09,15.69,10.71
50.43,33.12,15.71,10.80
50.47,33.14,15.72,10.85
50.44,33.16,15.72,10.79
50.42,33.18,15.71,10.73
50.38,33.20,15.72,10.83
50.31,33.22,15.73,10.87
50.25,33.25,15.75,10.87
50.20,33.25,15.75,10.89
50.18,33.28,15.76,10.89
50.16,33.34,15.75,10.92
50.12,33.38,15.77,10.93
50.09,33.40,15.80,10.94
50.08,33.40,15.85,10.95
50.07,33.43,15.88,10.99
50.04,33.43,15.92,11.07
49.94,33.43,15.96,11.14
49.85,33.43,16.01,11.18
49.79,33.43,16.04,11.24
49.69,33.41,16.10,11.31
49.66,33.37,16.11,11.33
49.63,33.33,16.09,11.33
49.58,33.27,16.04,11.21
49.53,33.22,15.98,11.11
49.47,33.16,15.90,10.99
49.40,33.09,15.81,10.84
49.34,33.04,15.76,10.81
49.28,32.99,15.67,10.78
49.25,32.91,15.59,10.75
49.24,32.86,15.48,10.69
49.16,32.82,15.42,10.56
49.09,32.79,15.35,10.48
49.00,32.72,15.26,10.39
48.91,32.64,15.18,10.29
48.86,32.59,15.07,10.17
48.80,32.52,14.97,10.05
48.66,32.46,14.88,9.89
48.58,32.40,14.77,9.71
48.44,32.34,14.65,9.63
48.32,32.25,14.53,9.53
48.21,32.15,14.43,9.44
48.13,32.06,14.35,9.35
48.03,31.99,14.26,9.27
47.96,31.82,14.18,9.21
47.83,31.75,14.10,9.24
47.70,31.68,14.06,9.26
47.60,31.63,13.98,9.24
47.55,31.58,13.92,9.21
47.49,31.51,13.84,9.16
47.46,31.45,13.73,9.09
47.43,31.37,13.65,9.01
47.40,31.31,13.56,8.87
47.37,31.26,13.47,8.81
